"","feat_1","feat_2","feat_3","feat_4","feat_5","feat_6","feat_7","feat_8","feat_9","feat_10","feat_11","feat_12","feat_13","feat_14","feat_15","feat_16","feat_17","feat_18","feat_19","feat_20","feat_21","feat_22","feat_23","feat_24","feat_25","feat_26","feat_27","feat_28","feat_29","feat_30","feat_31","feat_32","feat_33","feat_34","feat_35","feat_36","feat_37","feat_38","feat_39","feat_40","feat_41","feat_42","feat_43","feat_44","feat_45","feat_46","feat_47","feat_48","feat_49","feat_50","feat_51","feat_52","feat_53","feat_54","feat_55","feat_56","feat_57","feat_58","feat_59","feat_60","feat_61","feat_62","feat_63","feat_64","feat_65","feat_66","feat_67","feat_68","feat_69","feat_70","feat_71","feat_72","feat_73","feat_74","feat_75","feat_76","feat_77","feat_78","feat_79","feat_80","feat_81","feat_82","feat_83","feat_84","feat_85","feat_86","feat_87","feat_88","feat_89","feat_90","feat_91","feat_92","feat_93"
"feat_1",1,0.0313318700677888,-0.0278068998766764,-0.0275294084857235,0.0429730925557247,0.043603032785979,0.298951716664783,0.0563205507962435,-0.0322849596519366,0.0977764493592586,-0.0429275525255092,0.0569340978840281,0.139254426688671,0.0635171177617367,-0.0457379529548749,0.0270864392041152,0.0530041793760159,0.0848562359389609,0.0023024988285444,0.0705114876505186,-0.0270256006076462,0.0632831092250776,0.0486857563853783,0.0672554889469468,0.187236970278282,-0.0228125938712257,-0.0388256703479175,-0.0302565871605019,0.0692656750688476,0.0331081503715506,-0.0112103428485473,0.0613614418483969,0.0494536696493039,-0.0427557622425259,-0.0106670461444012,0.0954747585230462,0.0823062148830913,0.104666279778724,0.00689813446970865,0.0536027054247659,0.0809604110405731,0.073610586869764,0.00888367451321566,0.0904387074793825,0.00860127853424922,-0.0406469271298619,0.0264634790445619,0.130564088882294,0.0111793155865426,0.040114314835082,0.000901697943483374,-0.0130822943480557,0.156400363982013,0.00139899173282282,0.165043760831697,0.015737922441008,-0.0145984825726877,0.0286963140633493,0.139364147568201,-0.0202673680623327,-0.0381238889177703,0.091635598342901,0.0697992697546058,-0.0104994433951444,0.110040969702329,0.0530102021769824,0.154300984606093,0.0146741043773961,0.0075438359708082,0.165442046172643,0.0137115530347344,-0.0299828766416122,0.140814624192629,0.0513652632546058,0.0115961877271571,0.153807920321964,0.123751637458316,0.279201821587977,0.228912328894082,-0.0133032166909608,0.0324271623799631,-0.0260848917316617,0.0591650409123389,0.0496338906822195,-0.00873883813830673,0.107946915191823,0.0893741222046481,0.0208295520094919,0.0968507360161832,0.0103103099535434,0.0372643229892049,0.0547765500420591,0.081782921161386
"feat_2",0.0313318700677888,1,0.0825729442257641,0.134987018715823,0.0209259704253146,0.0413433264011068,0.222386098032272,0.0198147735823059,-0.0256300876816287,0.0519250119930077,0.1185337779396,0.0901526974797719,0.157466719976686,-0.0700570885513729,-0.0487975139086557,0.108045555146276,0.0749015003937227,0.242715963458008,0.176654851901831,0.449160384412864,0.0141128974642016,0.215105663080336,0.162065041774589,0.253684079392934,-0.0963659186892705,0.0648558265090579,0.0378413338026206,0.0724940345297434,0.025689023909198,0.0268962456835834,0.1932160744236,0.0876987737843859,-0.0339274410870602,-0.0267170192975853,0.293373875215765,0.0269879815646828,0.124475022206751,0.373022338956713,0.0206259236470686,-0.0578896161637358,0.0721198818689609,0.0438630668513896,0.0176000841194698,0.208450453101146,0.0182587309391996,0.0424908242819998,0.0145736899091258,0.0233104974676073,0.31127813314713,0.0716642642854729,0.0853448902787079,0.105527828647775,-0.00801476948507516,0.17917303954057,0.13461669513814,0.0189083809544341,0.104263474204716,0.371146152310847,-0.013282985110536,0.0182193900212177,0.0638732583862137,0.0290402762486146,0.0370201481467009,-0.00535377597057837,0.0788008431259317,0.175620082644833,0.0686666940026614,-0.0128019788362457,0.307406399448404,0.112968330743765,-0.00233617793035723,-0.0232672291832772,0.0391915106798907,0.0707237336633022,0.093688751780291,0.259359884003154,0.0149108268669037,0.094256051122177,0.0336684388940358,0.155767920941613,0.0521010953590995,0.11910899690924,0.371690900693432,0.00984540247290054,-0.00676378091382989,-0.0390896137071528,0.0474514802316115,-0.0470354708835623,0.10552714452554,0.515021939788185,0.0263828340481201,-0.00821939084441863,0.0545931378624803
"feat_3",-0.0278068998766764,0.0825729442257641,1,0.583523220346037,0.0108796650982775,0.00428770811178348,0.00129373663678943,-0.053461597125829,-0.0635512898888487,0.0369438391793158,0.596243007661645,0.0500369721399354,0.0138699639160968,-0.111104981251873,-0.0652848072970547,0.221425591330151,-0.0230930477413839,0.115655342604987,-0.0122284493676267,-0.0110694689509459,0.354924691160674,0.251081508349517,-0.00242666653887181,-0.031596096629224,-0.157458906917395,0.268112128669057,0.508369580902066,0.551397909152283,-0.00414063537522504,-0.00766678399664255,0.138548368892737,-0.0537532171494207,-0.0785204350358035,-0.0397652098667278,0.233923007254152,-0.0343050721362521,-0.0294246411743579,0.046096587864333,-0.0162786909974307,-0.0945108815483077,-0.0289200680738715,0.0366051178525654,-0.0140679474723165,0.242900942702244,-0.00798421684640952,0.777517286909063,-0.00956020870126907,-0.111987163917413,0.242691775934717,-0.0167646764973076,0.0319794861615444,0.169110912311023,-0.0242217035753388,0.694048371509772,0.0554451694173741,0.0162875606485338,0.0188872193079427,0.0345055622941545,-0.0217167656193596,0.0113689133032706,0.494880764443642,0.0107326966251961,0.0312413281408767,-0.0651046753507106,0.0654915003943753,0.0880166742146599,-0.110081035593311,-0.0309924076131736,-0.0327480602495412,-0.0187738008008519,-0.0530196505311749,-0.0453394137377221,-0.013971682995948,0.041558992453484,-0.0447242371372851,-0.0286695380978643,-0.0015839189644686,-0.0219785514438554,-0.0205656350575724,0.442035987428274,0.0130893629502849,0.438457571510043,-0.0199140162258386,0.0111590034918571,-0.0486258916918848,-0.0960934633414122,-0.00983762273317093,-0.0823363227826486,0.174781329225628,-0.0150675553259919,-0.0124168185554456,0.0669207687911704,0.00681413797174457
"feat_4",-0.0275294084857235,0.134987018715823,0.583523220346037,1,0.0172902555505368,0.0140589520335026,0.0144898079396931,-0.0461840660471003,-0.0462497709670823,0.0595139644977865,0.389409225315786,0.0574335611100402,0.0289731675151576,-0.0992148997189687,-0.0512215538126464,0.211077977613167,-0.00755386667774499,0.214895224071596,-3.51910676290241e-07,0.0446565705512147,0.232922686582837,0.24773775658,0.0306222471316789,0.00372772553945427,-0.134230565586536,0.365756733673381,0.308628668640862,0.486417089573557,0.0142706552133802,-0.000873399084444647,0.351262737473628,-0.0367303656811959,-0.0548191628598932,-0.0290872943374267,0.554474142933159,-0.0296596789899315,-0.0106459027071977,0.0924876377311332,-0.00269956081375643,-0.0768045244081212,-0.00997683194713383,0.0713972214458511,-0.000893061144149816,0.23866546559983,-0.00280914927244766,0.436273526459206,-0.0129144985055317,-0.08578788550428,0.300010902662927,0.00534343240146643,0.0416465930052443,0.209516996232918,-0.0163081490310103,0.525455656742923,0.070077132984338,0.0196179190329836,0.0694619944238016,0.0391028588925193,-0.0158016791942161,0.0689004658737733,0.354402276574497,0.0252277250497606,0.0599027355106386,-0.0472881303636456,0.0622847166640382,0.129654480130481,-0.0804569446546109,-0.0200919064724404,-0.0144608183932519,0.0207977880407428,-0.0424126827711501,-0.0297957762073824,-0.0112854717042631,0.0490973521847829,-0.0314538898430331,-0.0137918793410572,0.015317734225701,-0.0144985603677942,-0.0108347260495979,0.405772463429636,0.0282837698925576,0.43654128615858,-0.00105187416917092,0.00568449884945949,-0.0331534347216941,-0.0710291617319766,0.00505472754783321,-0.067483667772966,0.18371454871118,0.00945406148424271,-0.0103124072040289,0.0876310533474677,0.0157456259962087
"feat_5",0.0429730925557247,0.0209259704253146,0.0108796650982775,0.0172902555505368,1,0.145355494222358,0.0750471364486358,0.0358614274656981,-0.0247078658203055,0.0913238756300795,0.00488226219268045,0.0366676784053098,0.0590809267503304,-0.037606804719942,-0.00699982606228517,0.0628772453569753,0.0621967329872393,0.0521859189062891,-0.00855596579859384,0.046200269275354,0.00328793943869901,0.0751611114043007,0.0172812977528772,0.0752219972629188,-0.00361032563981906,0.0251155492065843,0.00209776810671491,0.0476876329199062,0.0659572830171997,0.318116946090005,0.013188346388442,0.122956743533426,0.00604559473431357,-0.00103209747725051,0.0270132795458368,0.0435043321589298,0.0353204610335261,0.0701003006182333,-0.000710346139212922,-0.0256522724403136,0.038764375417407,0.0232719804484948,0.0483201835209137,0.177136612066493,-0.00480804215765373,-0.00358257010931815,0.111428496335174,0.0132281370589163,0.0543112035685648,0.0240869742647824,0.0603182883460311,0.0039303738541042,0.0402019916447515,0.0552992466620976,0.142220560339005,0.00156028398161178,0.0371622958175528,-0.00154614435732934,0.0388929974128262,0.00879579701089632,0.00155879496223358,0.0732150526009967,0.0823825068283014,-0.0210174129385995,0.228348778844698,0.0483641191082208,0.0619643491549041,0.107404640528039,-0.00329354188165447,0.118510499795334,0.0564278170226122,0.00517682293287306,0.00160920862447153,0.0172650061003996,0.0152794938004322,0.0355700316364858,0.0304619755685651,0.0707090724136148,0.0551145620799277,0.0262232062126675,0.129333312820065,0.0573998218600705,0.00800607594303496,0.467328503745407,0.0340615426499152,0.0138794921594083,0.0139989328928125,-0.0192009266854771,0.11995071380138,0.00484192231985134,0.0120117707187534,0.0653307942233143,0.00203789295264472
"feat_6",0.043603032785979,0.0413433264011068,0.00428770811178348,0.0140589520335026,0.145355494222358,1,0.088013652236593,0.0128669290349268,-0.00937297824448185,0.0419400459297311,0.0145039002747624,0.0285879366452457,0.0362925140385705,-0.0273503782933643,-0.0183282540507052,0.0219339458739432,0.0154878936949298,0.0487097481901563,0.0384926186624015,0.0578134398153535,0.00804558397557033,0.0389393363015231,0.043650769724237,0.0821239661932745,-0.0233192962832842,0.00468036715034725,0.00194303346636731,0.0171323830198955,0.0023892825884608,0.196493045768401,0.0171119467106622,0.103698766478708,-0.0196169198137608,-0.0101994340254952,0.0157389757498269,0.0146732358806998,0.043212954290547,0.078087837795503,0.03347004461213,-0.018089974486093,0.0289295052773372,0.0207089302021042,0.0155151307162698,0.0650819647518132,0.0251330906429636,0.00189242056900203,0.0187356805930301,0.0131932100661274,0.0228643528117399,0.0271502912719591,0.0069024047126451,0.0309288691456683,0.00591435970042668,0.0313790550839422,0.0627648615982099,0.00401396280293623,0.0366549230796569,0.110743083207305,0.00128460544736872,0.022289203296354,-0.00222716470186596,0.022874349408823,0.0170497118592331,-0.00276428803631559,0.0668669092624783,0.0332851571322676,0.0382887278490685,0.0216191754195048,0.074836318855133,0.052401033977193,0.0119009741602925,-0.011090325666682,0.0250234655029903,0.0431603879991201,0.00695051015792244,0.0738670136979075,0.00650069575025017,0.0612499539328035,0.00994156812354715,0.0176484790138154,0.0441361115763265,0.0149074114142108,0.0351448400339681,0.177777083709548,0.0042901484653952,0.0104553499835464,0.0152564284751266,-0.0154367982993482,0.035041870247082,0.0540343023500356,0.0124646765692458,0.0154789123463139,0.00852144219749201
"feat_7",0.298951716664783,0.222386098032272,0.00129373663678943,0.0144898079396931,0.0750471364486358,0.088013652236593,1,0.0381208317263602,-0.0271459993305284,0.194257750639894,0.012418286299522,0.0562298457489974,0.199141750246044,-0.0446705980148432,-0.0357213877213608,0.0439571212849807,0.127245240594652,0.0989721203298462,0.0580710434933722,0.36497161650514,-0.0229075658709125,0.162620423863267,0.186462164974453,0.244813008583915,-0.0488201236400294,-0.00878246637744759,-0.0154288014189337,0.000998470768395512,0.0462310871748863,0.0505345785783413,0.0322905943756576,0.149537273470855,0.0086282771024331,-0.0221441768715307,0.0430009005097243,0.0797597894127564,0.141960268695567,0.315176855832781,0.053230312780867,-0.0397121491490788,0.0979710821183289,-0.0012195626540054,0.0102589693734623,0.213065989319721,0.0362624426413224,-0.0126434812765978,0.177081844584634,0.0561633371652012,0.124319917802554,0.140432718364531,0.0364928155873863,0.0061893137435765,0.0485440828491823,0.0796068755951699,0.343752205678279,-0.00314500143930702,0.0739685246052019,0.106202904587146,0.00962379427364048,0.0123360036562848,-0.00628437775041093,0.0254850500254319,0.0395849970201197,0.0111647624598005,0.202346066200236,0.12265996496923,0.148598171872724,0.0403093163920819,0.131429953394069,0.237906531406081,0.115812804618974,-0.0149211634060162,0.0228193038795813,0.0530594567838082,0.0398649668487062,0.375114077741091,0.00576916685674967,0.567083612312238,0.0667530138690789,0.0288599995851376,0.144307533844766,0.0220593337491288,0.282068761062842,0.0626344130393853,0.0378739134222417,-0.00916859291720875,0.0895740730708595,-0.0336455593515199,0.0635114138911725,0.129577670185248,0.0685061339161058,-0.0322614003402472,0.0349117676903509
"feat_8",0.0563205507962435,0.0198147735823059,-0.053461597125829,-0.0461840660471003,0.0358614274656981,0.0128669290349268,0.0381208317263602,1,-0.0392812126708884,-2.32995460077874e-05,-0.0659227860957847,0.0914235548049422,0.0953646512879893,-0.0617986733404392,-0.0569596493524572,-0.00465896901939226,0.173911817585098,0.087777143333016,0.0193874244095187,0.0625950702171088,-0.0410946889547181,0.0290323720628211,0.0127736066091773,0.161848446570106,-0.0369394494575959,-0.0415993619703308,-0.0502715518871668,-0.0366680563908634,0.104985036206342,0.00957373706729087,-0.0183419153031078,0.0179099123191536,0.0458218346035049,0.0153141893544016,-0.0240429198551944,0.606706773377085,0.119416696474016,0.0342866244369859,0.0719078013177646,-0.0448469387157732,0.0758542974044058,-0.00657837478652923,-0.00421401927789642,0.00173297224979663,0.0769817164102492,-0.0502462906158938,0.0150156540868021,0.104415836012154,-0.0191139468465242,0.00123105036731236,0.00951346277058553,-0.0286887554516499,0.0186735461153009,-0.02542132067834,0.063414771139679,0.00228513985815555,0.0119675290541958,0.0256743641549131,0.118223294907986,-0.0203277292154831,-0.0452029163379444,0.214716647122026,0.148672986576283,0.00319449309417205,0.0255436970933624,0.115175453911985,0.32094872700171,0.0753836988389478,0.0462575664957338,0.0230889949736557,0.0816640005565515,-0.0298677110347082,0.028999167178414,-0.000431022865554065,0.0314656389803022,0.0816816159333385,0.0274856112882655,0.0796230375793341,0.0837143832199449,-0.0383816358981042,0.0351020774612884,-0.0344087431783226,0.0334792070657247,0.00506386837453474,-0.00341623448726476,-0.0293949959602157,0.0599286031110213,-0.0509310062473519,0.00797370414564743,0.02680718888931,0.0959896171608921,0.013607819607035,0.00513134950530816
"feat_9",-0.0322849596519366,-0.0256300876816287,-0.0635512898888487,-0.0462497709670823,-0.0247078658203055,-0.00937297824448185,-0.0271459993305284,-0.0392812126708884,1,-0.0243225664285091,-0.0758201613441641,-0.0218851528523842,-0.0401636067634763,-0.110188202783458,0.00985784362485967,-0.0826636211489209,-0.0287091228757142,-0.0436418567545388,-0.000167168043585028,-0.0233966762458458,-0.028408653766494,-0.0623476120671879,0.00694018160366411,0.0736175339749935,-0.0252793208602751,-0.0664135522741939,-0.0425314923192331,-0.0555452806325277,-0.0213276855100967,-0.015830326734351,-0.0162273294855229,0.568417419656516,-0.0459370564832758,-0.0500454278996662,-0.0268786037460884,-0.0358743384959379,-0.0248681323422483,-0.0287657737360408,-0.0133541232900202,-0.0854911050551787,-0.0234463154198006,-0.0558504224005829,-0.0460326374724247,-0.0620230565680261,-0.0134045400479418,-0.0531749255535976,-0.0272536087652675,0.0773852043421776,-0.0422795462296606,0.00992462311604378,-0.0131814914402959,0.00979237205740071,-0.0300752720314831,-0.0784992954776627,-0.0421384212762645,-0.022639472745607,-0.0493353382031689,-0.0282902165220644,-0.021450576520659,-0.066332686423336,-0.0443428393459757,-0.0211379820302955,0.0130122901444044,0.702951359453161,-0.0381630816948397,-0.00177796768690837,0.176921015799908,-0.0121924621161721,-0.0293348018195067,-0.0562053871395927,0.0432858688577111,-0.0581473339270176,0.0226785015397501,0.0075939017595156,-0.0273131891488525,-0.0274243707256167,-0.0201853511938295,-0.0159216548832006,-0.0361163794758333,-0.0467208700347656,-0.00584680868794459,-0.0398059151160056,-0.0328749110891283,-0.0135693235230779,-0.0314624899231646,-0.0191441884390873,-0.0169246992105664,0.00115957905768584,-0.0191470085385495,-0.0206982303582593,-0.0147422479622959,-0.0697065588270975,-0.00603818355222722
"feat_10",0.0977764493592586,0.0519250119930077,0.0369438391793158,0.0595139644977865,0.0913238756300795,0.0419400459297311,0.194257750639894,-2.32995460077874e-05,-0.0243225664285091,1,0.00600991259695216,0.0489693763188484,0.0866817413771055,-0.0295979104167607,-0.0217003276008437,0.0639974162010085,0.0929587332456616,0.0716349198851029,0.00901530709851545,0.176373015375921,-0.00513416238743272,0.141405090049302,0.0966657953772784,0.0816835244960586,0.0097915542081341,-0.00372054874161672,-0.0015507816365407,0.0223488113248929,0.0682434991014857,0.0126225176141966,0.0385027744513165,0.0288117791916495,-0.00329168707956371,-0.0309412204290941,0.0517928628944089,0.00768673299514544,0.187068602478067,0.177523652050245,0.0422227989915965,-0.0386100055011908,0.0785328256351806,0.0240545473518509,0.111706233094647,0.222352503026142,0.00996013414887564,0.0135456338288439,0.0461079355809624,-0.00829691727082427,0.079449269533234,0.252350119011757,0.0140124860243999,0.00787873756214868,0.0828097183084461,0.0746365469351841,0.213002970393048,0.00978628256795149,0.0175248625485572,0.0209334227167611,0.0511891600284686,-0.000619450992795396,0.00439739698428734,0.0547325882682607,0.090421176924142,0.022536408678608,0.182755692679944,0.10072169619619,0.0431171530853368,0.00169341318397439,0.0773536068378026,0.322857140709819,0.104834263743487,0.00422529920078658,0.000240283848096039,0.0089123792181123,0.00382758909878907,0.106751636062271,0.0190685792306025,0.0917597807310396,0.113658620870603,0.0190423912547869,0.135927544326378,0.0297412046520562,0.0520246674456864,0.017938539663035,0.0867582884033788,0.159446952118972,0.0774211496340332,0.0546347640353365,0.061498248779374,0.0499083142608337,0.0240252325328832,-0.00686897196630454,0.041315544751349
"feat_11",-0.0429275525255092,0.1185337779396,0.596243007661645,0.389409225315786,0.00488226219268045,0.0145039002747624,0.012418286299522,-0.0659227860957847,-0.0758201613441641,0.00600991259695216,1,0.0533910497839697,0.00550040681512899,-0.151635296555946,-0.100254750965703,0.134924461063238,-0.0318072443470565,0.07961982733461,0.0336790227000623,-0.00564148809403888,0.324080221104697,0.154861104510442,0.0264996876524823,0.064213125282996,-0.206207445025507,0.191095097486193,0.599484208699571,0.422270940861665,-0.0210241470646776,0.00883166925377926,0.109760849735048,-0.00260954907350918,-0.130167823062065,-0.0687406258342234,0.108392034713486,-0.0475946070626602,-0.0114043700062979,0.0554829093231145,-0.0135558328629991,-0.133423992455439,-0.0384647774994773,-0.00235620513741381,-0.0273014758153258,0.17252312109938,-0.00614752058576636,0.579272147742506,-0.00487998086571369,-0.125103006980278,0.250990571384033,-0.0195198123791488,0.0404648638530831,0.2727379634977,-0.0528112779891655,0.49417974431117,0.0227225153006177,0.0332212681530755,-0.00730244867504642,0.179361486615913,-0.0396463895364497,-0.025990245739254,0.543858307029779,-0.0515537899202909,0.0134355839340183,-0.0828677746935562,0.0410135685744066,0.0507639401244035,-0.114943935487923,-0.0405881315199511,0.0106966248670541,-0.05053987952482,-0.0717172875888779,-0.0864955825290057,-0.00689279820598701,0.186560551994859,-0.0345133580886071,0.0213569849078107,-0.00806398312356785,-0.0098663449352667,-0.0244911560094734,0.561843224150615,0.00479473010256886,0.420361491690357,-0.000190166803714113,0.0177241719195676,-0.07429315173785,-0.123338673781721,-0.0329686894447396,-0.114491491213243,0.137373936316493,0.0450737212801545,-0.0295110755931045,0.0131791605902086,0.00332572996662137
